`,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
fundamental_23,0.028041055,0.022023148,0.000202912,0.000249563,3.41509E-05,5.47798E-05,0.000384067,0.035817501,0.001724081,0.040327212,0.006260303,0.001636421,0.002208936,0.022890087,0.005279586,0.028614503,0.0011638,0.016554469,0.000628951,0.000825612,3.04755E-05,0.002103777,0.000530858,0.000165104,0.04744391,0.012197872,0.009236133,0.063219779,0.001611017,1,0.002449081,0.000665071,0.008197573,0.000490811,0.015107987,6.75613E-05,0.003714319,0.000733992,0.000652436,0.00010911,0.000657783,0.002652666,0.105818041,0.00193155,0.04321609,0.001498928,0.026161734,3.46891E-05,2.34229E-05,0.010414356,0.046115108,0.009418312,0.002068757,0.015370902,0.04850315,0.001193268,0.995095792,0.000191481,0.000344949,0.195503493,0.083808226,0.010378292,0.011625833,0.023783086,0.034319917,0.009823461,0.089589952,0.010015505,0.001397276,0.071765923,0.001241851,0.008620038,0.008923711,0.005202293,0.000447558,0.020469501,0.062343451,0.003499049,0.022388223,0.017180189,0.010431606,0.003951334,0.018451701,0.00027387,0.014112892,0.004179607,0.021677395,0.004031315,0.023659269,0.023887725,0.000202155,0.005832453,0.039021672,0.012041138,0.020228601,0.043854028,0.004079864,0.00686524,0.002541479,0.010802913,0.034209034,0.03632688,0.006531406,0.006344945,0.006059288,0.042863855,0.003933875,0.006024934,0.01931029,0.009032322,0.002997546
fundamental_24,0.017493404,0.018247134,0.014093678,0.002594472,3.95127E-05,0.004852125,0.003922046,0.022477217,0.01614794,0.010530932,0.16687119,0.035459169,0.019168734,0.004624695,0.00518523,0.029072515,0.008468841,0.00732227,0.014592396,0.030381957,0.028360069,0.014133742,0.022456524,0.002006769,0.007204838,0.035674842,0.001519861,0.031555325,0.003544009,0.002449081,1,0.006850696,0.00604211,0.000281983,0.052010358,0.02364297,0.033404882,0.036698987,0.015072849,0.004453031,0.005117121,0.010259134,0.009688635,0.025146242,0.011856661,0.039221644,0.065284505,0.00126641,0.001149042,0.079531527,0.001160945,0.00273385,0.025353218,0.108681015,0.017302217,0.024830967,0.002185361,0.011984622,0.002882881,0.022809055,0.038673371,0.003927898,0.005673952,0.046786907,0.030139223,0.065000904,0.030318284,0.016491132,0.011851079,0.111906546,0.002062356,0.002527327,0.003029643,0.002178082,0.005008963,0.007462365,0.011355389,0.000691468,0.081324594,0.007864558,0.002195281,0.004091746,0.01847089,0.001470917,0.001207933,0.001301717,0.005527794,0.01283771,0.005061384,0.037374201,0.010204739,0.003796891,0.007758107,0.007240928,0.053130175,0.004830995,0.009133293,0.004240766,0.005332328,0.027558333,0.017222399,0.017628907,0.0084741,0.010924391,0.006379865,0.020017375,0.008821024,0.002566063,0.012059235,0.008374579,0.000752476
fundamental_25,0.001783864,0.030397727,0.002449232,0.001340985,0.00043417,0.002704309,0.003038951,0.0082795,0.001063954,0.003884243,0.044541458,0.08696019,0.020880614,0.000576267,0.001322324,6.37334E-05,0.011848024,0.001585509,0.001070214,0.000349926,0.02453522,0.006775951,0.007080951,6.51136E-05,0.006899835,0.002651562,0.000298519,0.008836565,0.018787133,0.000665071,0.006850696,1,0.000490705,0.001899958,0.153865338,0.000662563,0.004775671,0.003265027,0.000846993,0.001001258,0.001933507,0.167485,0.000565047,0.015393769,0.018966522,0.001847847,0.098085288,0.000398303,0.000398274,0.021126923,0.002079811,0.000296219,0.001325868,0.053818855,0.001134502,0.003134678,0.000480231,0.001880872,0.419862228,0.003575839,0.029515559,0.002671048,0.006020304,0.001261381,0.096126267,0.004739794,0.018417719,0.001092331,0.01481251,0.10117528,0.007234777,0.000303146,0.004156135,0.0009915,0.002242634,3.12399E-05,0.011902323,0.00283981,0.021145081,0.003825068,0.002871471,0.00612457,0.001632973,0.004410202,0.002674908,0.000231336,0.001391646,0.002450153,0.001509285,0.020227665,0.002394413,0.017585813,0.000284209,0.010557845,0.002071967,0.006875494,0.000295522,0.005696893,0.007063511,0.013238407,0.000549366,0.002704727,0.006566732,0.001738947,0.005070238,0.022498078,0.00027585,0.001230886,0.000712362,0.012896622,0.001252048
fundamental_26,0.008793462,0.015248678,0.000639087,6.4439E-05,0.001577197,0.00056533,0.067979612,0.077051204,6.50879E-05,0.04275411,0.017998491,0.056497916,0.00376506,0.650778379,0.01051132,0.013208768,0.000891124,0.134196384,0.000291836,0.002711709,0.023044963,0.100135079,0.091762348,2.79261E-05,0.000659932,0.000185645,0.857184713,0.002731307,0.045845755,0.008197573,0.00604211,0.000490705,1,0.000155663,0.003015472,0.05191317,0.060919026,0.051346972,0.000299252,0.000120407,0.009580143,0.000909294,0.671454264,0.042594693,0.002546157,0.004573269,0.010211446,4.19844E-05,5.8528E-05,0.007216693,0.072332321,0.857184899,0.037510294,0.001270228,0.00570445,0.002013746,0.006466369,0.008630019,0.000949988,0.000218288,0.005775979,0.00607065,0.010245749,0.000977569,0.01025596,0.002284051,0.081389352,6.4633E-05,0.001756178,0.002948143,0.01551537,0.002259974,0.001851116,0.00102681,0.001605421,0.00558775,0.005668671,0.001315422,0.011333891,0.00610426,0.009231186,0.000777875,0.009392092,7.26473E-05,0.00181962,0.00156413,0.002761379,0.001191531,8.08441E-05,0.007815984,0.00307207,0.016341188,0.002730261,0.007152403,0.010015762,0.001713795,0.007132776,0.006142728,0.009236129,0.006012908,0.011857805,0.003267681,0.007019056,0.006076991,0.006729045,0.004998358,0.006959345,0.000710673,0.005306039,0.006090945,5.87068E-05
fundamental_27,0.004245163,0.000874382,0.000520864,0.000317017,0.001003901,3.56529E-05,0.00065149,0.00555329,0.000233775,0.001025557,0.005726306,0.017561326,0.001120538,0.000276255,0.007833024,0.001493035,0.000193356,0.001215038,0.000382712,0.001896934,0.008889759,0.002786786,0.002818718,0.000228056,0.00123298,0.000291441,0.000151393,0.01453462,0.003819491,0.000490811,0.000281983,0.001899958,0.000155663,1,0.010237096,0.004112978,0.001145308,8.4536E-05,0.000428195,0.000346153,0.001063335,0.003962368,0.000274895,0.01073094,0.236712114,0.003004821,0.022459108,6.50132E-05,5.44781E-05,0.003072264,0.009690104,0.000144631,0.010791227,0.006310059,0.000208652,0.001169713,0.001780979,0.002335642,0.003066896,2.93691E-05,0.004651443,0.002022368,0.002072476,0.008426656,0.010789251,0.001429634,0.004957824,0.000232988,0.003261199,0.007143093,0.003750209,0.004940877,0.000817529,0.002986114,0.002398045,0.005301452,0.003877144,0.000734546,0.010914348,0.002898161,0.004426719,0.000511397,0.003307085,0.001878838,0.002167916,1.31001E-05,0.00247178,0.00236904,0.002416459,0.007654025,0.007682178,0.002029786,0.000157316,0.006740318,0.00645192,0.002893456,0.004824135,0.005584731,0.004135378,0.01396634,0.000221335,0.000653514,0.002233398,0.001629681,0.003769475,0.004939453,0.006737676,0.001556082,0.005037124,0.005155355,0.00067047
fundamental_28,0.009505017,0.046662431,0.000622662,0.007833789,0.006148166,0.002522233,0.00295316,0.054675049,0.055793442,0.055085614,0.388214477,0.155453042,0.047632265,0.096462584,0.018169234,0.001150951,0.074951381,0.205655689,0.008304257,0.001707907,0.114697033,0.047469791,0.17540003,0.003485878,0.070696533,0.009653368,0.058823971,0.025224611,0.037104335,0.015107987,0.052010358,0.153865338,0.003015472,0.010237096,1,0.002075158,0.028618267,0.018139355,0.019815898,0.002635067,0.007231887,0.133757498,0.040288091,0.028148093,0.23706822,0.022128769,0.209201223,0.004059755,0.004286758,0.036281909,0.007950723,0.058834549,0.005368911,0.283198824,0.114175522,0.001984781,0.014092941,0.025523544,0.022957741,0.075272218,0.007339714,0.063649755,0.004811212,0.083072275,0.257171963,0.089551146,0.133807442,0.140421105,0.081076308,0.144440884,0.019222475,0.00741383,0.009058933,0.000305091,0.010685604,0.017396445,0.130866828,0.009586083,0.184221093,0.015522376,0.017462961,0.020370399,0.062230033,0.006174873,0.000972062,0.011964252,0.010964802,0.030446184,0.005805817,0.070856393,0.006424879,0.010583468,0.018139099,0.001873699,0.115142059,0.036273728,0.00127717,0.000514086,0.005672532,0.145242955,0.060261025,0.027733917,0.007057474,0.00686378,0.013583133,0.064411587,0.009835288,0.006405792,0.031616939,0.011756352,0.001452021
fundamental_29,0.001416693,0.006843838,2.4244E-05,0.000130398,1.37029E-05,3.1867E-05,5.97861E-05,0.00811154,0.005359604,0.000396783,0.001622828,0.000536931,0.024141797,0.000566654,0.000744712,0.000134898,0.000758605,0.0006162,8.63778E-05,0.000324988,0.000225452,0.001299889,0.000413256,0.000119167,0.001526976,0.002562995,0.000731573,0.000167851,0.002029846,6.75613E-05,0.02364297,0.000662563,0.05191317,0.004112978,0.002075158,1,0.001291527,0.000220507,0.000106921,3.88423E-06,7.88154E-05,0.00044731,0.000363351,0.000119194,0.162414025,0.000663347,0.003929521,4.48853E-05,5.1497E-05,0.001449528,2.28674E-05,0.000697503,0.000230376,0.000298056,8.449E-05,0.0008317,5.86655E-05,0.000259492,0.000585088,0.001260631,0.000285573,0.00054775,0.000282341,0.036556688,0.00484795,0.004771261,0.003319355,0.070303252,0.000920012,0.010488999,0.003768995,0.004838411,0.004458315,0.000155976,0.009210405,0.007927973,0.004186113,0.001503963,0.003047587,0.00422404,0.004103746,0.001575121,0.006887821,0.000191971,0.003765162,0.001492421,0.004590144,0.0020962,0.004460395,0.007115141,0.004144285,0.012724001,0.005134697,0.008486346,0.002161339,0.0031959,0.002430077,0.002326622,0.002402486,1.88781E-05,0.002775037,0.003994352,0.002759466,0.002840508,0.002727799,0.005115733,0.006196566,0.000581341,0.007616371,0.009970553,0.000293155
fundamental_30,0.021021464,0.002468449,0.013431319,0.007726252,0.000322582,0.003659401,0.01333256,0.027389728,0.003466272,0.059815567,0.003645518,0.005436271,0.020779622,0.010170444,0.012502753,0.000915634,0.063683318,0.000810719,0.002317953,0.000462763,0.010874304,0.194147474,0.005519908,0.000964716,0.254881292,0.059464861,0.171863968,0.014330283,0.009299316,0.003714319,0.033404882,0.004775671,0.060919026,0.001145308,0.028618267,0.001291527,1,0.001768819,0.003721017,0.000502138,0.028119892,0.033625924,0.168013931,0.122073767,0.040114254,8.45823E-05,0.045315673,0.008170823,0.012498617,0.026573653,0.001009287,0.171388587,0.002573753,0.040012167,0.050909976,0.001021838,0.010129835,0.011746986,0.011994486,0.205002093,0.004211243,0.018377791,0.152779085,0.128959418,0.037791431,0.048441289,0.376745546,0.042714158,0.011144174,0.024038084,0.005091985,0.006463153,0.018535291,0.005531967,0.003044498,0.003526441,0.028671736,0.012351181,0.022750583,0.021649897,0.011710294,0.00034384,0.014494046,0.036372184,0.010091847,0.000882163,0.012120916,0.005396367,0.025808779,0.015219351,0.006422082,0.014031496,0.019054386,0.004266221,0.007126503,0.014764489,0.008745871,0.007170629,0.001488123,0.021627445,0.014140328,0.005697133,0.023159046,0.011006608,0.009153158,0.001036095,0.002906819,0.039176206,0.0200611,0.00704826,0.001332332
fundamental_31,0.001682124,0.005994283,0.000230903,0.007582431,1.28609E-05,0.002722847,0.000302287,0.005880348,0.045120769,0.002225648,0.01761318,0.003081621,0.074069706,0.005010467,0.000665812,2.28087E-06,0.003673117,0.007941515,0.00089362,0.999108943,0.004551742,0.00313746,0.012451554,0.000167319,0.003162315,0.000853735,0.002571269,3.58231E-05,0.009777221,0.000733992,0.036698987,0.003265027,0.051346972,8.4536E-05,0.018139355,0.000220507,0.001768819,1,0.001028876,0.000151663,0.000510052,0.00537504,0.001379787,0.001130705,0.307317249,0.86928622,0.001041178,0.000107536,8.98817E-05,0.00227876,0.00035788,0.00273249,0.998597475,0.008413139,0.003316191,0.000794933,0.000670782,0.001850082,0.00113756,0.003501732,0.004855077,0.001849852,0.000228457,0.092302149,0.011714636,0.000348232,0.009202227,0.154671135,0.004984581,0.002924907,0.003615815,0.006834731,0.002120666,0.004439728,0.01003699,0.002613633,0.013857038,0.001643099,0.206305682,0.003644934,0.004513471,7.56969E-05,0.009453074,9.42368E-06,0.006667105,0.001025541,0.000652582,0.002178564,0.001349535,0.01051459,0.005800489,0.007935641,0.00044582,0.002339507,0.0024508,0.00432259,0.000399362,0.008169483,8.65951E-05,0.002323282,0.003305281,0.003172264,0.002946054,0.008693705,0.007672367,0.0083456,0.002429845,0.000895001,0.003752335,0.005481613,0.000374535
fundamental_32,0.006687015,0.022851468,0.000726952,0.000256919,0.000306572,0.000212438,0.000624171,0.037597915,0.000281294,0.000166621,0.05184435,0.001403538,0.007506564,0.000311497,0.013636339,0.001505618,0.002961772,0.00135344,0.995757443,0.000628403,0.000400114,0.005231075,0.002395417,0.000267163,0.001697523,0.001827147,0.000147803,0.050079724,0.004384518,0.000652436,0.015072849,0.000846993,0.000299252,0.000428195,0.019815898,0.000106921,0.003721017,0.001028876,1,0.000340502,0.27356614,0.005929596,0.000305878,0.006804499,0.015395193,0.001819918,0.060846548,3.67829E-05,1.94292E-05,0.067139997,0.000140323,0.000146251,0.000164507,0.054505421,0.000149819,0.008972174,0.000582881,0.073804531,0.004482314,3.70727E-05,0.063729602,0.002143299,0.002784344,0.00411381,0.043527745,0.078199382,0.003806308,0.000279304,0.012378448,0.018546465,0.000602302,0.001476004,0.002020352,0.01421751,0.009214884,0.00345126,9.46677E-06,0.006912486,0.000581786,0.003366727,0.008404147,7.64504E-06,0.008664648,0.004077549,0.000753103,0.002456648,0.003717837,0.00147733,0.000586285,0.002809342,0.000360492,0.012781126,0.005488214,0.001550969,0.001727433,0.001858801,0.004861576,0.007503874,0.004268131,0.030513196,0.01117974,0.008124999,0.000286058,0.003310297,0.003339147,0.00185661,0.003316666,0.002505184,0.001462143,0.009629553,0.000576115
fundamental_33,0.011482734,0.014265436,0.000147979,0.000116056,0.000151905,0.000186,2.34287E-05,0.002134501,0.000108662,0.001172843,0.004417321,0.001442318,0.011837977,0.016238459,0.001390711,7.44539E-06,0.000532899,0.000593448,0.000332234,5.59948E-05,6.51346E-05,0.002423173,1.72496E-05,0.000101529,0.000942469,0.000420498,0.021655255,0.006230312,0.00013559,0.00010911,0.004453031,0.001001258,0.000120407,0.000346153,0.002635067,3.88423E-06,0.000502138,0.000151663,0.000340502,1,0.000177172,0.000288157,0.017234538,0.001296343,0.001809294,0.000329202,0.007254829,6.9527E-06,2.31042E-06,0.001711815,5.21424E-05,0.02165832,0.000206563,0.004747412,0.000348711,0.000525228,0.000107817,5.58592E-05,0.001139209,0.000808387,0.002258137,0.000606188,0.000997246,0.000691173,0.010832727,0.005316087,0.002432871,0.000107901,0.006658919,0.008917617,0.001916036,0.000204993,0.002069089,0.007460977,0.000478638,0.002328062,0.009181107,0.001974041,0.014719333,0.003028309,0.003981564,0.004865602,0.011554603,0.000704188,0.005718614,0.002380101,0.002932756,0.001478741,0.000645059,0.000134241,0.006571438,0.002473217,0.004596678,0.001459126,0.012618405,0.000459549,0.01268936,5.02707E-05,0.001635246,0.013479697,0.003956843,0.004087422,0.001243245,0.000867032,0.000458379,0.005137194,0.005907759,0.001279448,0.006180276,0.010885523,0.00018496
fundamental_34,0.001148412,0.004180254,0.000960858,0.000267229,0.000733879,0.00016366,0.000794847,0.013634417,0.000733396,0.008551271,0.035074597,0.000778661,9.19928E-05,0.00472685,0.003162506,0.000968427,0.004879498,0.012082886,0.270875325,0.000680392,0.000398199,0.005102279,0.001903206,0.000341526,0.005312973,0.010978281,0.003599072,0.044101683,0.00071757,0.000657783,0.005117121,0.001933507,0.009580143,0.001063335,0.007231887,7.88154E-05,0.028119892,0.000510052,0.27356614,0.000177172,1,0.006455468,0.004204937,0.009183991,0.015545855,0.00161803,0.057905998,3.02477E-05,7.26653E-07,0.042587479,0.000211133,0.004060864,0.000734021,0.025816989,0.011471194,0.000926703,0.000608115,0.166252799,0.003329737,0.003392193,0.045338299,0.002562584,0.001554791,0.010289855,0.038983036,0.062596687,0.002596802,0.006932659,0.012012678,0.003333328,0.001173582,0.000793257,4.66378E-05,6.21765E-05,0.002030123,0.008752458,0.020554526,0.000330233,0.010148072,0.000977773,0.000322347,0.004285514,0.014417075,0.004894074,0.001374571,0.001079932,0.000343207,0.002475643,0.00670202,0.024236897,0.004123931,0.011493563,0.000305236,0.016827821,0.005599992,0.003686381,0.004685982,0.008988915,0.003050674,0.001860384,0.015141025,0.013379602,0.001190849,0.005544095,0.00578185,0.029716621,0.008103938,0.001366476,0.00646853,0.010387987,9.83009E-05
fundamental_35,0.021899429,0.001739473,0.002050406,0.001155024,0.000646296,0.000681385,0.002255733,0.020223562,0.185190712,0.031045878,0.080496721,0.065870005,0.015369781,0.012999196,0.004801953,0.002324832,0.018707474,0.033559864,0.00564238,0.00291125,0.000932174,0.011612011,0.047116649,0.001232529,0.018631528,0.004541091,0.015344009,0.006251751,0.041733308,0.002652666,0.010259134,0.167485,0.000909294,0.003962368,0.133757498,0.00044731,0.033625924,0.00537504,0.005929596,0.000288157,0.006455468,1,0.024355034,0.020295211,0.049211153,0.006421682,0.160993211,0.001277167,0.001182455,0.025767384,0.002922603,0.016795531,0.002514601,0.03864057,0.040060059,0.002241645,0.00280622,0.002073053,0.0925644,0.031158047,0.021240263,0.042968117,0.018476872,0.027294222,0.108427808,0.021481639,0.055265532,0.058548958,0.01713224,0.137504466,0.001420257,0.004367963,0.015604216,0.001989355,0.00141438,0.004151592,0.048768953,0.005448606,0.053390141,0.016875876,0.003329536,0.012816711,0.012854058,0.002804186,0.005225759,0.013884178,0.005400399,0.026193714,0.013111058,0.056703198,0.000754046,0.008785897,0.002624242,0.013163763,0.048132616,0.014147183,0.006675115,0.00043014,0.001397649,0.015430122,0.016813441,0.001629254,0.005540868,0.005129194,0.005977101,0.038862066,0.00220704,0.0059316,0.016288634,0.01297871,0.000208904
fundamental_36,0.010486388,0.016872619,0.000130094,0.000108923,0.000149419,0.000166745,0.005266121,0.083763732,9.86857E-05,0.477911949,0.006176756,0.018205037,0.006236612,0.99449783,0.00088978,0.000900071,0.000678145,0.069267012,0.000298816,0.002456666,0.016088027,0.114206829,0.014821809,9.1684E-05,0.001420422,0.000363637,0.789806667,0.00588483,0.001147972,0.105818041,0.009688635,0.000565047,0.671454264,0.000274895,0.040288091,0.000363351,0.168013931,0.001379787,0.000305878,0.017234538,0.004204937,0.024355034,1,0.141569113,0.002396335,0.002566542,0.01094225,5.10108E-06,4.18277E-06,0.03790993,0.003277714,0.789806568,0.007723852,0.026636851,0.029844938,0.001584013,0.094826271,0.022621601,0.001178915,0.000190224,0.122658526,0.058987286,0.480477647,0.001424083,0.011325105,0.005196007,0.055372058,9.79983E-05,0.006860309,0.008659713,0.00485185,0.001726631,0.005770642,0.010837697,0.000212743,0.003311677,0.008149418,0.001661707,0.013409487,0.003769834,0.001666357,0.000480057,0.010448559,9.0214E-05,0.001061765,0.001993012,0.001444088,7.88161E-05,0.000227106,0.006911871,0.00241183,0.002625254,0.002155672,0.00463354,0.011409697,0.00070186,0.003814238,0.001133069,0.005085525,0.010559506,0.004797574,0.000100883,0.001185575,0.00138096,0.001821383,0.008251918,0.003766876,0.000773646,0.002524118,0.001112253,8.00836E-05
fundamental_37,0.020841496,0.028658945,0.004073191,0.001241418,0.001412841,0.000578906,0.004806702,0.014586756,0.002862901,0.004605737,0.22369916,0.040549597,0.019693948,0.009382729,0.034354895,0.004186265,0.005232472,0.006424734,0.006773696,0.00220321,0.384757979,0.009500117,0.053914927,0.006294514,0.010340236,0.048143227,0.014083736,0.103781747,0.287287426,0.00193155,0.025146242,0.015393769,0.042594693,0.01073094,0.028148093,0.000119194,0.122073767,0.001130705,0.006804499,0.001296343,0.009183991,0.020295211,0.141569113,1,0.132343344,0.004122312,0.045205895,0.001208967,0.001438171,0.084422879,0.011634423,0.01454916,0.013041755,0.233506942,0.075957614,0.004167378,0.002780171,0.004732639,0.004110134,0.039326692,0.163068687,0.006960839,0.011167095,0.003901576,0.085197696,0.018898754,0.029957923,0.073898439,0.037017309,0.088634025,0.017870045,0.002949618,0.027531059,0.002679359,0.006488903,0.027596751,0.02380285,0.004464982,0.02592864,0.034053948,0.022198669,0.011208029,0.013591809,0.005907253,0.021672774,0.003183557,0.051389879,0.020851316,0.054437164,0.063755123,0.001983325,0.00779174,0.042681482,0.002842361,0.013413653,0.036187243,0.008277603,0.018014221,0.00209919,0.004390886,0.013223618,0.029872095,0.017384672,0.012543527,0.009455467,0.015533619,0.001603694,0.011421664,0.024230169,0.013702479,0.002705229
fundamental_38,0.051046954,0.155045743,0.008168144,0.005027908,0.002614447,0.005866012,0.073599342,0.120055922,0.10604809,0.062091414,0.23312967,0.000970009,0.379495803,0.002324815,0.04098289,0.122506414,0.031814411,0.073449796,0.00230803,0.149539304,0.066876394,0.040394453,0.11001989,0.028981293,0.0318525,0.001024429,0.000836094,0.141008951,0.051408496,0.04321609,0.011856661,0.018966522,0.002546157,0.236712114,0.23706822,0.162414025,0.040114254,0.307317249,0.015395193,0.001809294,0.015545855,0.049211153,0.002396335,0.132343344,1,0.053009541,0.077051586,0.002527217,0.003528016,0.069405971,0.121165322,0.000953872,0.13822957,0.251661486,0.002670679,0.039996575,0.166537967,0.080180305,0.014117939,0.028323784,0.096021512,0.016790663,0.028897925,0.080530043,0.103912668,0.090033011,0.142221908,0.017646822,0.00879876,0.129264212,0.013178584,0.01201879,0.031874223,0.013627022,0.022485823,0.03645112,0.014924605,0.028433683,0.077642602,0.033619318,0.037408156,0.010022115,0.007512389,0.02326569,0.015896146,0.016664442,0.058713879,0.007426805,0.013715314,0.022777326,0.015608665,0.026589031,0.046096542,0.02432766,0.004176847,0.008117151,0.002346633,0.023975851,0.000800422,0.082675643,0.026949436,0.033424522,0.022618825,0.027104252,0.023782742,0.078846962,0.002470255,0.011786346,0.040439983,0.015127955,0.001160716
fundamental_39,0.039981248,0.013582871,0.001237856,0.00033101,0.00036169,0.000240417,0.001192548,0.020027719,0.002433856,0.002348228,0.026102274,0.000214647,0.006394458,0.012910784,0.006212678,0.000123548,0.004595314,0.004688324,0.001823574,0.870588948,0.000890675,0.001658304,0.002017205,0.000793263,0.006034597,0.006233561,0.005182465,0.00996493,0.011548808,0.001498928,0.039221644,0.001847847,0.004573269,0.003004821,0.022128769,0.000663347,8.45823E-05,0.86928622,0.001819918,0.000329202,0.00161803,0.006421682,0.002566542,0.004122312,0.053009541,1,0.008822501,0.000507063,0.000920608,0.014247231,0.000403787,0.004817051,0.869520849,0.024847963,0.004304537,0.004490796,0.001452819,0.000109683,0.00073129,0.006461404,0.019056392,0.00363556,0.000382798,0.016540036,0.01909469,0.016525882,0.01254878,0.020134573,0.000469227,0.031019967,0.00407823,0.005001321,0.001627958,0.005064805,0.00200966,0.00187518,0.02663333,0.00277131,0.003551984,0.000616998,0.007897998,0.002477454,0.006864973,0.006447824,0.004386446,0.00126981,0.00059209,0.00164472,0.000305476,0.005694226,0.00370939,0.008747085,0.003401652,0.000697061,0.005503849,0.003643148,0.004388574,0.003179079,0.000185971,0.019686408,0.005304134,0.006779962,0.004391539,0.00628696,0.003598373,0.006437145,0.004243909,0.001588215,0.003247645,0.015318307,0.000388641
fundamental_40,0.019074438,0.037925981,0.00923667,0.0012683,0.01441483,0.003696872,0.009519471,0.183493945,0.005262532,0.005516264,0.098885245,0.001988693,0.012342629,0.010761131,0.03957815,0.002966362,0.012115201,0.00563826,0.071508357,0.003622335,0.011248913,0.077316824,0.014968169,0.008285503,0.057616828,0.022501138,0.013909299,0.301287772,0.005947186,0.026161734,0.065284505,0.098085288,0.010211446,0.022459108,0.209201223,0.003929521,0.045315673,0.001041178,0.060846548,0.007254829,0.057905998,0.160993211,0.01094225,0.045205895,0.077051586,0.008822501,1,0.000144759,0.00017432,0.158236852,0.008210341,0.013911091,0.007773579,0.195751687,0.005397996,0.005793335,0.026959312,0.002493279,0.19759595,0.039049847,0.097608345,0.002821031,0.037864198,0.090133555,0.689159602,0.332601337,0.094016266,0.005273688,0.05232291,0.031211308,0.002691996,0.010289776,0.014976437,0.015566058,0.0063674,0.000363434,0.159861324,0.01349413,0.061978942,0.003305887,0.014342944,0.019264725,0.005481746,0.00136472,0.010965697,0.005892058,0.027318381,0.002827095,0.002821677,0.116526989,0.000458878,0.000639654,0.021481222,0.000897455,0.028673993,0.001549402,0.002298215,0.009690161,0.003229518,0.023875578,0.006856285,0.004389457,0.007038154,0.016357478,0.019462736,0.161917247,0.003400757,0.020743369,0.006670087,0.00738115,0.00190708
fundamental_41,0.001186509,0.006296877,3.42836E-05,6.44007E-06,2.34251E-05,2.22302E-06,4.19912E-05,0.004379606,3.84954E-05,0.000653626,0.00242193,0.000378217,0.000606899,6.47806E-06,0.001177653,0.000105461,0.004848368,0.000919796,3.64825E-05,7.25114E-05,2.41985E-05,0.00010431,0.000119661,9.7257E-06,0.000206998,0.000210594,4.26191E-06,0.003976411,0.011133955,3.46891E-05,0.00126641,0.000398303,4.19844E-05,6.50132E-05,0.004059755,4.48853E-05,0.008170823,0.000107536,3.67829E-05,6.9527E-06,3.02477E-05,0.001277167,5.10108E-06,0.001208967,0.002527217,0.000507063,0.000144759,1,0.866306784,0.001083811,4.01323E-05,7.26447E-06,0.000191307,0.006687813,0.000475313,0.000820374,3.63974E-05,3.44143E-05,0.000122895,0.000175256,0.002603228,0.001689647,0.000801525,0.007349406,0.000740775,0.001421936,0.003115048,3.82221E-05,0.004089159,0.00170595,0.001847043,0.003556968,0.002540971,0.002894204,0.009703976,0.003212388,0.005012523,0.000195145,0.004072806,0.002018958,0.001526739,0.002534971,0.002528527,0.001090702,0.002588884,0.00293455,0.001973125,0.005626265,0.000845926,0.003848871,0.000429098,0.008311648,0.00342987,0.006228484,0.002493426,0.001742399,0.000187538,0.001646399,0.003253602,0.003244242,0.003841878,0.002835665,0.003112084,0.001708588,0.001705579,0.004100171,0.001601131,0.000763906,0.003189391,0.002425988,0.000485587
